KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
ABILITY_KNEAD2_DESC,"Knead another unit. Allies gain +2 Damage, enemies gain Weakness 2.",,Amasa a otra unidad. Los aliados obtienen +2 de daño y los enemigos sufren 2 de debilidad.,"Patounez une autre unité. Les alliés gagnent Dégâts&nbsp;+2, les ennemis subissent Vulnérabilité&nbsp;+2.","Knete eine Einheit. Verbündete erhalten +2&nbsp;Schaden, Gegner erleiden Schwäche&nbsp;2.","Manipoli un'altra unità. Gli alleati ottengono +2 al Danno, i nemici ottengono Debolezza 2.","Sove outra unidade. Aliados obtêm +2 de dano, inimigos obtêm fraqueza 2.",,,他の​ユニットを​ふみふみする。​味方は​ダメージ+2、​敵は​弱体化2を​得る。[b][/b],
ABILITY_BUYCATNIP_NAME,Buy Catnip,,Compra de hierba gatera,Achat d'herbe à chat,Katzenminze kaufen,Compra Erba Gatta,Comprar Erva-de-Gato,,,マタタビ購入,
ABILITY_BUYCATNIP_DESC,"Spend 5 coins, gain 10 mana.[s:.7](Castable once per turn.)[/s]",,Gasta 5 monedas y obtiene 10 de maná.[s:.7](Se puede lanzar una vez por turno).[/s],Dépense 5&nbsp;pièces pour gagner 10&nbsp;mana.[s:.7](Une fois par tour.)[/s],Gib 5&nbsp;Münzen aus und erhalte 10&nbsp;Mana.[s:.7](Einmal pro Zug verwendbar.)[/s],"Spendi 5 monete, ottieni 10 mana.[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, obtenha 10 de mana.[s:.7](Um lançamento por turno.)[/s]",,,5コイン消費して​10マナ得る。[s:.7](ターンに​1回使用可能。)[/s],
ABILITY_BUYCATNIP2_DESC,"Spend 5 coins, gain 15 mana.[s:.7](Castable once per turn.)[/s]",,Gasta 5 monedas y obtiene 15 de maná.[s:.7](Se puede lanzar una vez por turno).[/s],Dépense 5&nbsp;pièces pour gagner 15&nbsp;mana.[s:.7](Une fois par tour.)[/s],Gib 5&nbsp;Münzen aus und erhalte 15&nbsp;Mana.[s:.7](Einmal pro Zug verwendbar.)[/s],"Spendi 5 monete, ottieni 15 mana.[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, obtenha 15 de mana.[s:.7](Um lançamento por turno.)[/s]",,,5コイン消費して​15マナ得る。[s:.7](ターンに​1回使用可能。)[/s],
ABILITY_VETVISIT_NAME,Vet Visit,,Visita al veterinario,Visite au véto,Tierarztbesuch,Visita dal Veterinario,Consulta Veterinária,,,獣医へ,
ABILITY_VETVISIT_DESC,"Spend 5 coins, heal 10 HP.[s:.7](Castable once per turn.)[/s]",,Gasta 5 monedas y recupera 10 PS.[s:.7](Se puede lanzar una vez por turno).[/s],Dépense 5&nbsp;pièces pour soigner 10&nbsp;PV.[s:.7](Une fois par tour.)[/s],Gib 5&nbsp;Münzen aus und erhalte 10&nbsp;LP.[s:.7](Einmal pro Zug verwendbar.)[/s],"Spendi 5 monete, curi 10 PS.[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, cure 10 PV.[s:.7](Um lançamento por turno.)[/s]",,,5コイン消費して​10HP回復。[s:.7](ターンに​1回使用可能。)[/s],
ABILITY_VETVISIT2_DESC,"Spend 5 coins, heal 15 HP.[s:.7](Castable once per turn.)[/s]",,Gasta 5 monedas y recupera 15 PS.[s:.7](Se puede lanzar una vez por turno).[/s],Dépense 5&nbsp;pièces pour soigner 15&nbsp;PV.[s:.7](Une fois par tour.)[/s],Gib 5&nbsp;Münzen aus und erhalte 15&nbsp;LP.[s:.7](Einmal pro Zug verwendbar.)[/s],"Spendi 5 monete, curi 15 PS.[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, cure 15 PV.[s:.7](Um lançamento por turno.)[/s]",,,5コイン消費して​15HP回復。[s:.7](ターンに​1回使用可能。)[/s],
ABILITY_HIREHITMAN_NAME,Hire Hitman,,Contratación de sicario,Service d'assassinat,Attentäter anheuern,Assolda Sicario,Contratar Assassino,,,殺し屋雇用,
ABILITY_HIREHITMAN_DESC,"Spend 7 coins, summon a bounty hunter.[s:.7](Castable once per turn.)[/s]",,Gasta 7 monedas e invoca a un cazarrecompensas.[s:.7](Se puede lanzar una vez por turno).[/s],Dépense 7&nbsp;pièces pour invoquer un chasseur de primes.[s:.7](Une fois par tour.)[/s],Gib 7&nbsp;Münzen aus und rufe einen Kopfgeldjäger.[s:.7](Einmal pro Zug verwendbar.)[/s],"Spendi 7 monete, evochi un cacciatore di taglie.[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 7 moedas, invoque um caçador de recompensas.[s:.7](Um lançamento por turno.)[/s]",,,7コイン消費して​バウンティハンターを​召喚。[s:.7](ターンに​1回使用可能。)[/s],
ABILITY_HIREHITMAN2_DESC,"Spend 7 coins, summon a bounty hunter with All Stats Up 2.[s:.7](Castable once per turn.)[/s]",,Gasta 7 monedas e invoca a un cazarrecompensas con 2 de aumento total.[s:.7](Se puede lanzar una vez por turno).[/s],Dépense 7&nbsp;pièces pour invoquer un chasseur de primes avec Hausse de stats&nbsp;+2.[s:.7](Une fois par tour.)[/s],Gib 7&nbsp;Münzen aus und rufe einen Kopfgeldjäger mit einem Bonus auf alle Attribute.[s:.7](Einmal pro Zug verwendbar.)[/s],"Spendi 7 monete, evochi un cacciatore di taglie con Aumento delle Statistiche 2.[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 7 moedas, invoque um caçador de recompensas com todos os atributos aumentados 2.[s:.7](Um lançamento por turno.)[/s]",,,7コイン消費して​全ステータス上昇2の​バウンティハンターを​召喚。[s:.7](ターンに​1回使用可能。)[/s],
ABILITY_SUBWAYRIDE_NAME,Subway Ride,,Viaje en metro,Transports publics,U-Bahnfahrt,Giro in Metro,Passeio de Metrô,,,地下鉄,
ABILITY_SUBWAYRIDE_DESC,"Spend 5 coins, teleport to any tile.[s:.7](Castable once per turn.)[/s]",,Gasta 5 monedas y se teletransporta a cualquier casilla.[s:.7](Se puede lanzar una vez por turno).[/s],Dépense 5&nbsp;pièces pour se téléporter sur n'importe quelle case.[s:.7](Une fois par tour.)[/s],Gib 5&nbsp;Münzen aus. Teleportiert dich auf ein beliebiges Feld.[s:.7](Einmal pro Zug verwendbar.)[/s],"Spendi 5 monete, ti teletrasporti su una casella qualsiasi.[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, teletransporte-se para qualquer espaço.[s:.7](Um lançamento por turno.)[/s]",,,5コイン消費して​任意の​タイルに​テレポート。[s:.7](ターンに​1回使用可能。)[/s],
ABILITY_SUBWAYRIDE2_DESC,"Spend 2 coins, teleport to any tile.[s:.7](Castable once per turn.)[/s]",,Gasta 2 monedas y se teletransporta a cualquier casilla.[s:.7](Se puede lanzar una vez por turno).[/s],Dépense 2&nbsp;pièces pour se téléporter sur n'importe quelle case.[s:.7](Une fois par tour.)[/s],Gib 2&nbsp;Münzen aus. Teleportiert dich auf ein beliebiges Feld.[s:.7](Einmal pro Zug verwendbar.)[/s],"Spendi 2 monete, ti teletrasporti su una casella qualsiasi.[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 2 moedas, teletransporte-se para qualquer espaço.[s:.7](Um lançamento por turno.)[/s]",,,2コイン消費して​任意の​タイルに​テレポート。[s:.7](ターンに​1回使用可能。)[/s],
ABILITY_GYMMEMBERSHIP_NAME,Gym Membership,,Suscripción al gimnasio,Abo à la salle,Fitnessstudio,Iscrizione in Palestra,Matrícula de Academia,,,ジム会員,
ABILITY_GYMMEMBERSHIP_DESC,"Spend 5 coins, gain All Stats Up.[s:.7](Castable once per turn.)[/s]",,Gasta 5 monedas y obtiene aumento total.[s:.7](Se puede lanzar una vez por turno).[/s],Dépense 5&nbsp;pièces pour gagner Hausse de stats.[s:.7](Une fois par tour.)[/s],Gib 5&nbsp;Münzen aus und erhalte einen Bonus auf alle Attribute.[s:.7](Einmal pro Zug verwendbar.)[/s],"Spendi 5 monete, ottieni Aumento delle Statistiche.[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, obtenha todos os atributos aumentados.[s:.7](Um lançamento por turno.)[/s]",,,5コイン消費して​全ステータス上昇を​得る。[s:.7](ターンに​1回使用可能。)[/s],
ABILITY_GYMMEMBERSHIP2_DESC,"Spend 5 coins, gain All Stats Up and refresh your basic attack and movement actions.[s:.7](Castable once per turn.)[/s]",,"Gasta 5 monedas, obtiene aumento total y restaura el ataque básico y las acciones de movimiento.[s:.7](Se puede lanzar una vez por turno).[/s]",Dépense 5&nbsp;pièces pour gagner Hausse de stats et réinitialiser vos actions de déplacement et d'attaque de base.[s:.7](Une fois par tour.)[/s],"Gib 5&nbsp;Münzen aus, erhalte einen Bonus auf alle Attribute und frische deinen Grundangriff und deine Bewegungsaktion wieder auf.[s:.7](Einmal pro Zug verwendbar.)[/s]","Spendi 5 monete, ottieni Aumento delle Statistiche e ricarichi il tuo attacco base e le azioni di movimento.[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, obtenha todos os atributos aumentados e reinicie suas ações básicas de ataque e movimento.[s:.7](Um lançamento por turno.)[/s]",,,5コイン消費して​全ステータス上昇を​得て、​通常攻撃と​移動行動を​回復する。[s:.7](ターンに​1回使用可能。)[/s],
ABILITY_SUPERCRATEBOX_NAME,Super Crate Box,,Supercaja,Super caisse,Tolle Überraschungskiste,Super Cassa,Super Caixa,,,スーパークレート,
ABILITY_SUPERCRATEBOX_DESC,Spawn a crate on an adjacent tile.,,Genera una caja en una casilla adyacente.,Fait apparaître une caisse sur une case adjacente.,Lasse auf einem benachbarten Feld eine Kiste erscheinen.,Generi una cassa su una casella adiacente.,Gere uma caixa em um espaço adjacente.,,,隣接タイルに​クレートを​生成する。[b][/b],
ABILITY_SUPERCRATEBOX2_DESC,Spawn a crate within range 5.,,Genera una caja en un alcance de 5 casillas.,Fait apparaître une caisse sur une case (portée max.&nbsp;: 5&nbsp;cases).,Lasse innerhalb von 5&nbsp;Feldern eine Kiste erscheinen.,Generi una cassa entro un raggio d'azione di 5 caselle.,Gere uma caixa em alcance 5.,,,射程5以内に​クレートを​生成する。[b][/b],
ABILITY_BBQ_NAME,BBQ,,Barbacoa,BBQ,Grillfest,Barbecue,Churrasco,,,バーベキュー,
ABILITY_BBQ_DESC,Spawn a cooked meat pickup.,,Genera un recogible de carne.,Fait apparaître de la viande grillée.,Lasse ein Stück gekochtes Fleisch erscheinen.,Generi un raccoglibile carne cotta.,Gere um coletável de carne cozida.,,,調理済み肉ピックアップを​生成する。[b][/b],
ABILITY_BBQ2_DESC,Spawn a big cooked meat pickup.,,Genera un recogible de carne grande.,Fait apparaître un gros morceau de viande grillée.,Lasse ein großes Stück gekochtes Fleisch erscheinen.,Generi un grosso raccoglibile carne cotta.,Gere um coletável de carne cozida grande.,,,大きい調理済み肉ピックアップを​生成する。[b][/b],
ABILITY_CPR_NAME,CPR,,Reanimación cardiopulmonar,Massage cardiaque,Wiederbelebungsmaßnahme,Massaggio Cardiaco,Respiração Boca-a-Boca,,,心肺蘇生,
ABILITY_CPR_DESC,Revive an adjacent body to 1 HP.,,Resucita un cadáver adyacente con 1 PS.,Réanime un cadavre adjacent avec 1&nbsp;PV.,Belebe eine benachbarte Einheit mit 1&nbsp;LP wieder.,Rianimi un corpo adiacente a 1 PS.,Reviva um corpo adjacente com 1 PV.,,,隣接する​死体を​1HPで​蘇生させる。[b][/b],
ABILITY_CPR2_DESC,Revive an adjacent body to 5 HP.[s:.7](This spell costs less.)[/s],,Resucita un cadáver adyacente con 5 PS.[s:.7](Este hechizo cuesta menos).[/s],Réanime un cadavre adjacent avec 5&nbsp;PV.[s:.7](Coût réduit.)[/s],Belebe eine benachbarte Einheit mit 5&nbsp;LP wieder.[s:.7](Dieser Zauber kostet weniger.)[/s],Rianimi un corpo adiacente a 5 PS.[s:.7](Quest'incantesimo costa meno.)[/s],Reviva um corpo adjacente com 5 PV.[s:.7](Este encantamento custa menos.)[/s],,,隣接する​死体を​5HPで​蘇生させる。[s:.7](この​スペルは​コストが​少ない。)[/s],
ABILITY_BLOW_NAME,Blow,,Golpetazo,Souffle,Pusten,Refolo,Assoprão,,,息吹,
ABILITY_BLOW_DESC,Blow units in a cone back 1 tile.,,Hace retroceder 1 casilla a las unidades en un área cónica.,"Souffle en cône, repousse les unités d'une case.",Stoße Einheiten in einem kegelförmigen Bereich vor dir 1&nbsp;Feld zurück.,Fai arretrare di 1 casella le unità disposte in un cono.,Sopre unidades 1 espaço para trás em um cone.,,,円錐範囲の​ユニットを​1タイル押し返す。[b][/b],
ABILITY_BLOW2_DESC,Blow units in a larger cone back 1 tile.,,Hace retroceder 1 casilla a las unidades en un área cónica más grande.,"Souffle en large cône, repousse les unités d'une case.",Stoße Einheiten in einem größeren kegelförmigen Bereich vor dir 1&nbsp;Feld zurück.,Fai arretrare di 1 casella le unità disposte in un cono più ampio.,Sopre unidades 1 espaço para trás em um cone maior.,,,より​広い​円錐範囲の​ユニットを​1タイル押し返す。[b][/b],
ABILITY_TOAST_NAME,Toast,,Tostada,Grillade,Toast,Ustione,Torrada,,,トースト,
ABILITY_TOAST_DESC,Inflict Burn 1 on an adjacent unit.,,Inflige +1 de quemadura a una unidad adyacente.,Inflige Brûlure&nbsp;+1&nbsp;sur une unité adjacente.,Verursache bei einer benachbarten Einheit Verbrennung&nbsp;1.,Infliggi Bruciatura 1 a un'unità adiacente.,Aplique queimadura 1 em uma unidade adjacente.,,,隣接ユニットに​燃焼1を​付与する。[b][/b],
ABILITY_TOAST2_DESC,Inflict Burn 1 on a unit in range 5.,,Inflige +1 de quemadura a una unidad en un alcance de 5 casillas.,Infligez Confusion&nbsp;+1&nbsp;sur une unité à 5&nbsp;de portée.,"Verursache bei einer Einheit, die höchstens 5&nbsp;Felder entfernt ist, Verbrennung&nbsp;1.",Infliggi Bruciatura 1 a un'unità entro un raggio d'azione di 5 caselle.,Aplique queimadura 1 em uma unidade em alcance 5.,,,射程5の​ユニットに​燃焼1を​付与する。[b][/b],
ABILITY_LANDSCAPE_NAME,Landscape,,Paisaje,Paysagiste,Landschaftsgärtnerei,Paesaggio,Paisagem,,,造園,
ABILITY_LANDSCAPE_DESC,Turn an adjacent tile into a small grass tile.,,Convierte una casilla adyacente en una casilla de hierba pequeña.,Transforme une case adjacente en petite case d'herbe.,Verwandle ein benachbartes Feld in ein kleines Grasfeld.,Trasformi una casella adiacente in una piccola casella d'erba.,Transforme um espaço adjacente em um espaço de grama baixa.,,,隣接タイルを​小さい​草タイルに​変える。[b][/b],
