KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
ITEM_THEBOXCHEST_DESC,Use: Spawn A lost Spirit. This gains +1 use whenever an allied cat dies.[s:.7](Usable once per battle.)[/s],,Uso: Genera un espíritu perdido. Obtiene +1 uso siempre que muere un gato aliado.[s:.7](Disponible una vez por combate).[/s],Utilisation&nbsp;: invoque un esprit égaré. Utilisation +1&nbsp;à chaque mort d'un chat allié.[s:.7](Utilisable 1&nbsp;fois par combat.)[/s],"Benutzen: Rufe einen verlorenen Geist. Dieser Gegenstand erhält +1&nbsp;Anwendung, wenn eine verbündete Katze stirbt.[s:.7](Einmal pro Kampf verwendbar.)[/s]",Uso: Generi uno Spirito Perduto che ottiene +1 utilizzo ogni volta che un gatto alleato muore.[s:.7](Utilizzabile una volta per battaglia.)[/s],Uso: invoque um espírito perdido. Este item obtém +1 uso sempre que um gato aliado morrer.[s:.7](Um uso por batalha.)[/s],,,使用:失われた​霊を​召喚する。​味方の​猫が​死ぬたびに​使用回数+1。[s:.7](バトルごとに​1回使用可能)[/s],
ITEM_THEBOX_NAME,The boX,,La cajA,La boîtE,Die boX,La scatOLA,A caixA,,,匣,
ITEM_THEBOX_DESC,"Use: Revive all bodies, fully heal all units, and clear all status effects.[s:.7](Usable once per battle.)[/s]",,"Uso: Resucita todos los cadáveres, devuelve todos los PS a todas las unidades y les elimina los efectos de estado.[s:.7](Disponible una vez por combate).[/s]","Utilisation&nbsp;: réanime tous les corps, soigne toutes les unités, dissipe tous les effets.[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Belebe alle Leichen wieder, heile alle Einheiten vollständig und entferne alle Statuseffekte.[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Rianimi tutti i corpi, curi completamente tutte le unità e rimuovi tutti gli effetti di stato.[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: reviva todos os corpos, cure completamente todas as unidades e purifique todos os efeitos de estado.[s:.7](Um uso por batalha.)[/s]",,,使用:全ての​死体を​蘇生し、​全ユ​ニットを​全快させ、​全状態異常を​除去する。[s:.7](バトルごとに​1回使用可能)[/s],
ITEM_SKULLOFGLORG_NAME,Skull Of Glorg,,Cráneo de Glorg,Crâne de Glorg,Glorgs Schädel,Teschio di Glorg,Crânio de Glorg,,,グロルグの​頭蓋骨,
ITEM_SKULLOFGLORG_DESC,Your spells cost -1 mana for each parasite you have equipped.,,Sus hechizos cuestan -1 de maná por cada parásito que esta unidad tenga equipado.,Vos sorts coûtent -1&nbsp;mana pour chaque parasite équipé.,"Deine Zauber kosten für jeden Parasit, den du ausgerüstet hast, -1&nbsp;Mana.",I tuoi incantesimi costano -1 mana per ogni parassita che hai equipaggiato.,Os seus encantamentos custam -1 de dano para cada parasita que você possui equipado.,,,装備している​寄生虫1つに​つきスペルの​コスト-1マナ。[b][/b],
,,,,,,,,,,,
//consumables,,,,,,,,,,,
ITEM_ANTIDOTE_NAME,Antidote,,Antídoto,Antidote,Gegengift,Antidoto,Antídoto,,,解毒剤,
ITEM_ANTIDOTE_DESC,Use: Cleanse all debuffs.This can be used on adjacent units.,,Uso: Elimina todas las desventajas.Puede usarse con unidades adyacentes.,Utilisation&nbsp;: dissipe tous les malus.Utilisable sur les unités adjacentes.,Benutzen: Reinige alle Schwächungen.Kann auf benachbarte Einheiten angewendet werden.,Uso: Rimuovi tutti i malus.Può essere usato sulle unità adiacenti.,Uso: purifique todos os enfraquecimentos.Este item pode ser usado em unidades adjacentes.,,,使用:全ての​デバフを​浄化する。​隣接する​ユニットにも​使用可能。[b][/b],
ITEM_ASNACK_NAME,A Snack,,Tentempié,Casse-croûte,Snack,Uno Spuntino,Lanchinho,,,おやつ,
ITEM_ASNACK_DESC,Use: Heal {aux} HP.,,Uso: Devuelve {aux} PS.,Utilisation&nbsp;: rend {aux} PV.,Benutzen: Heile {aux}&nbsp;LP.,Uso: Recuperi {aux} PS.,Uso: cure {aux} PV.,,,使用:{aux} HP回復。,
ITEM_BAGOFGRASS_NAME,Bag of Grass,,Bolsa de hierba,Sac d'herbe,Beutel mit Gras,Sacco d'Erba,Saco de Grama,,,草袋,
ITEM_BAGOFGRASS_DESC,Use: Gain {aux} mana.,,Uso: Obtiene {aux} de maná.,Utilisation&nbsp;: rend {aux} mana.,Benutzen: Erhalte {aux}&nbsp;Mana.,Uso: Ottieni {aux} mana.,Uso: obtenha {aux} de mana.,,,使用:{aux}マナ獲得。,
ITEM_BIGTOE_NAME,Big Toe,,Dedo gordo,Gros orteil,Großer Zeh,Alluce,Dedão,,,大きなつま先,
ITEM_BIGTOE_DESC,"Use: Heal 6, gain +1 Health Regen and cleanse your debuffs.",,"Uso: Devuelve 6 PS, obtiene +1 de regeneración de salud y elimina las desventajas.","Utilisation&nbsp;: rend 6&nbsp;PV, Régénération de PV +1, dissipe vos malus.","Benutzen: Heile 6&nbsp;LP, erhalte +1&nbsp;Lebensregeneration und reinige deine Schwächungen.","Uso: Rigeneri 6 PS, ottieni +1 a Rigenerazione Salute e rimuovi i tuoi malus.","Uso: cure 6 PV, obtenha +1 de regeneração de saúde e purifique seus enfraquecimentos.",,,使用:6 HP再生、​+1 HP再生、​デバフを​浄化する。[b][/b],
ITEM_BRAINCANDY_NAME,Brain Candy,,Caramelo cerebral,Nootrope,Hirnbonbon,Caramella Cerebrale,Balinha de Cérebro,,,脳キャンディ,
ITEM_BRAINCANDY_DESC,Use: Gain +{aux} [img:int] for the rest of the battle.,,Uso: Obtiene +{aux} [img:int] durante el resto del combate.,Utilisation&nbsp;: [img:int] +{aux} pour le reste du combat.,Benutzen: Erhalte für den Rest des Kampfes +{aux}&nbsp;[img:int].,Uso: Ottieni +{aux} all'[img:int] per il resto della battaglia.,Uso: obtenha +{aux} de [img:int] pelo resto da batalha.,,,使用:バトル​中ずっと​+{aux}[img:int]を​獲得する。,
ITEM_BULLSEYE_NAME,Bullseye,,Diana,Frappe chirurgicale,Bullseye,Centro Perfetto,Alvo,,,ブルズアイ,
ITEM_BULLSEYE_DESC,Use: All damage you deal until the end of the turn is critical and can't miss.,,Uso: Todo el daño infligido hasta el final del turno resulta crítico y no puede fallar.,Utilisation&nbsp;: les dégâts que vous infligez jusqu'à la fin du tour sont critiques et touchent à tous les coups.,"Benutzen: Jeglicher Schaden, den du bis zum Ende des Zuges verursachst, trifft kritisch und kann nicht verfehlen.",Uso: Tutto il danno che infliggi fino alla fine del turno è critico e non manca mai il bersaglio.,Uso: todo o dano causado por você até o fim do turno é crítico e não pode errar.,,,使用:ターン終了まで​与える​全ダ​メージが​クリティカルと​なり​外れなくなる。[b][/b],
ITEM_BUTCHERSEAL_NAME,Butcher Seal,,Sello de carnicero,Sceau du barbare,Schlachtersiegel,Sigillo del Macellaio,Selo de Açougueiro,,,肉屋の​印章,
ITEM_BUTCHERSEAL_DESC,Use: Permanently turn into a Butcher.,,Uso: Se transforma para siempre en carnicero.,Utilisation&nbsp;: vous change en barbare de façon permanente.,Benutzen: Werde dauerhaft zu einem Schlachter.,Uso: Ti trasformi permanentemente in un Macellaio.,Uso: torne-se um açougueiro permanentemente.,,,使用:永続的に​肉屋に​なる。,
ITEM_CATFOOD_NAME,Cat Food,,Comida para gatos,Bouffe pour chat,Katzenfutter,Cibo per Gatti,Comida de Gato,,,キャットフード,
ITEM_CATFOOD_DESC,Use: Heal {aux} HP.,,Uso: Devuelve {aux} PS.,Utilisation&nbsp;: rend {aux} PV.,Benutzen: Heile {aux}&nbsp;LP.,Uso: Recuperi {aux} PS.,Uso: cure {aux} PV.,,,使用:{aux} HP回復。,
ITEM_CLERICSEAL_NAME,Cleric Seal,,Sello de clérigo,Sceau du sage,Klerikersiegel,Sigillo del Chierico,Selo de Clérigo,,,クレリックの​印章,
ITEM_CLERICSEAL_DESC,Use: Permanently turn into a Cleric.,,Uso: Se transforma para siempre en clérigo.,Utilisation&nbsp;: vous change en sage de façon permanente.,Benutzen: Werde dauerhaft zu einem Kleriker.,Uso: Ti trasformi permanentemente in un Chierico.,Uso: torne-se um clérigo permanentemente.,,,使用:永続的に​クレリックに​なる。[b][/b],
ITEM_CLOVER_NAME,Clover,,Trébol,Trèfle,Kleeblatt,Trifoglio,Trevo,,,クローバー,
ITEM_CLOVER_DESC,Use: Gain +{aux} [img:lck] for the rest of the battle.,,Uso: Obtiene +{aux} [img:lck] durante el resto del combate.,Utilisation&nbsp;: [img:lck] +{aux} pour le reste du combat.,Benutzen: Erhalte für den Rest des Kampfes +{aux}&nbsp;[img:lck].,Uso: Ottieni +{aux} alla [img:lck] per il resto della battaglia.,Uso: obtenha +{aux} de [img:lck] pelo resto da batalha.,,,使用:バトル​中ずっと​+{aux}[img:lck]を​獲得する。,
ITEM_COLORLESSSEAL_NAME,Void Seal,,Sello del vacío,Sceau du vide,Leerensiegel,Sigillo del Vuoto,Selo de Vácuo,,,無の​印章,
ITEM_COLORLESSSEAL_DESC,Use: Permanently turn into a Collarless cat.,,Uso: Se transforma para siempre en gato sin collar.,Utilisation&nbsp;: vous change en chat sans collier de façon permanente.,Benutzen: Werde dauerhaft zu einer klassenlosen Katze.,Uso: Ti trasformi permanentemente in un gatto Senza Collare.,Uso: torne-se permanentemente um gato sem coleira.,,,使用:永続的に​カラーなし猫に​なる。[b][/b],
ITEM_DEADHUMMINGBIRD_NAME,Dead Hummingbird,,Colibrí muerto,Colibri mort,Toter Kolibri,Colibrì Morto,Beija-Flor Morto,,,死んだ​ハチドリ,
ITEM_DEADHUMMINGBIRD_DESC,Use: Gain +20 [img:spd] and +50% Dodge Chance.,,Uso: Obtiene +20 [img:spd] y +50 % de probabilidad de esquiva.,Utilisation&nbsp;: [img:spd] +20&nbsp;et Chances d'esquive +50&nbsp;%.,Benutzen: Erhalte +20&nbsp;[img:spd] and +50&nbsp;% Ausweichchance.,Uso: Ottieni +20 alla [img:spd] e un +50% di probabilità di schivata.,Uso: obtenha +20 de [img:spd] e +50% de chance de esquiva.,,,使用:+20[img:spd]と​+50%回避率を​獲得する。,
ITEM_DISCOBISCUIT_NAME,Disco Biscuit,,Pirula,Biscuit disco,Disco-D,Disco Biscotto,Biscoito Disco,,,ディスコビスケット,
ITEM_DISCOBISCUIT_DESC,Use: Gain +{aux} [img:cha] for the rest of the battle and gain 6 mana.,,Uso: Obtiene +{aux} [img:cha] durante el resto del combate y recibe 6 de maná.,"Utilisation&nbsp;: [img:cha] +{aux} pour le reste du combat, Mana +6.",Benutzen: Erhalte für den Rest des Kampfes +{aux}&nbsp;[img:cha] und erhalte 6&nbsp;Mana.,Uso: Ottieni +{aux} al [img:cha] per il resto della battaglia e ottieni 6 mana.,Uso: obtenha +{aux} de [img:cha] pelo resto da batalha e 6 de mana.,,,使用:バトル​中ずっと​+{aux}[img:cha]を​獲得し、​6マナ獲得する。,
ITEM_DRUIDSEAL_NAME,Druid Seal,,Sello de druida,Sceau du druide,Druidensiegel,Sigillo del Druido,Selo de Druida,,,ドルイドの​印章,
ITEM_DRUIDSEAL_DESC,Use: Permanently turn into a Druid.,,Uso: Se transforma para siempre en druida.,Utilisation&nbsp;: vous change en druide de façon permanente.,Benutzen: Werde dauerhaft zu einem Druiden.,Uso: Ti trasformi permanentemente in un Druido.,Uso: torne-se um druida permanentemente.,,,使用:永続的に​ドルイドに​なる。[b][/b],
ITEM_ENEMA_NAME,Enema,,Enema,Lavement,Einlauf,Clistere,Enema,,,浣腸,
ITEM_ENEMA_DESC,Use: Cleanse all buffs and debuffs.,,Uso: Elimina todas las ventajas y desventajas.,Utilisation&nbsp;: dissipe tous les bonus et malus.,Benutzen: Reinige alle Stärkungen und Schwächungen.,Uso: Rimuovi tutti i bonus e i malus.,Uso: purifique todos os fortalecimentos ou enfraquecimentos.,,,使用:全ての​バフと​デバフを​浄化する。[b][/b],
ITEM_EXPERIMENTX_NAME,Experiment X,,Experimento X,Expérience X,Experiment X,Esperimento X,Experimento X,,,実験X,
ITEM_EXPERIMENTX_DESC,Use: ???,,Uso: ¿?,Utilisation&nbsp;:&nbsp;???,Benutzen: ???,Uso: ???,Uso: ???,,,使用:???,
ITEM_EYEBALL_NAME,Eyeball,,Ojo,Globe oculaire,Augapfel,Bulbo Oculare,Globo Ocular,,,眼球,
ITEM_EYEBALL_DESC,Use: Heal {aux} HP.,,Uso: Devuelve {aux} PS.,Utilisation&nbsp;: rend {aux} PV.,Benutzen: Heile {aux}&nbsp;LP.,Uso: Recuperi {aux} PS.,Uso: cure {aux} PV.,,,使用:{aux} HP回復。,
ITEM_FIGHTERSEAL_NAME,Fighter Seal,,Sello de luchador,Sceau du pugiliste,Kriegersiegel,Sigillo del Guerriero,Selo de Lutador,,,ファイターの​印章,
ITEM_FIGHTERSEAL_DESC,Use: Permanently turn into a Fighter.,,Uso: Se transforma para siempre en luchador.,Utilisation&nbsp;: vous change en pugiliste de façon permanente.,Benutzen: Werde dauerhaft zu einem Krieger.,Uso: Ti trasformi permanentemente in un Guerriero.,Uso: torne-se um lutador permanentemente.,,,使用:永続的に​ファイターに​なる。[b][/b],
ITEM_FORBIDDENFRUIT_NAME,Forbidden Fruit,,Fruta prohibida,Fruit défendu,Verbotene Frucht,Frutto Proibito,Fruto Proibido,,,禁断の​果実,
ITEM_FORBIDDENFRUIT_DESC,"Use: Heal to full, restore all your mana, and gain All Stats Up 2.There will be permanent consequences for eating this fruit...",,"Uso: Recupera todos los PS, restaura todo el maná y obtiene 2 de aumento total.Hay consecuencias permanentes por comer esta fruta...","Utilisation&nbsp;: vous rend tous vos PV et votre mana, vous confère Hausse de stats +2.Manger ce fruit entraînera des conséquences permanentes...","Benutzen: Heile dich vollständig, stelle sämtliches Mana wieder her und erhalte einen Bonus von 2 auf alle Attribute.Für das Essen dieser Frucht gibt es bleibende Konsequenzen&nbsp;…","Uso: Guarisci completamente, ripristini tutto il tuo mana e ottieni Aumento delle Statistiche 2.Ci saranno conseguenze permanenti se mangi questo frutto...","Uso: cure-se completamente, restaure toda a sua mana e obtenha todos os atributos aumentados 2.Haverá consequências permanentes ao comer esta fruta...",,,使用:全快し、​マナを​全回復し、​全ステータス上昇2を​獲得する。​この​果実を​食べると​永続的な​代償が​ある...[b][/b],
ITEM_FORBIDDENPILL_NAME,Forbidden Pill,,Pastilla prohibida,Pilule interdite,Verbotene Pille,Pillola Proibita,Pílula Proibida,,,禁断の​ピル,
ITEM_FORBIDDENPILL_DESC,Use: Temporarily upgrade all of your active abilities.There will be permanent consequences for taking this pill.,,Uso: Mejora temporalmente todas las habilidades activas.Hay consecuencias permanentes por tomar esta pastilla.,Utilisation&nbsp;: améliore temporairement toutes vos compétences actives.Manger cette pilule entraînera des conséquences permanentes.,Benutzen: Werte vorübergehend eine deiner Aktivfähigkeiten auf.Für das Nehmen dieser Pille gibt es bleibende Konsequenzen&nbsp;…,Uso: Potenzi temporaneamente tutte le tue abilità attive.Ci saranno conseguenze permanenti se prendi questa pillola...,Uso: aprimore temporariamente todas as suas habilidades ativas.Haverá consequências permanentes ao tomar esta pílula...,,,使用:全ての​アクティブアビリティを​一時的に​強化する。​この​ピルを​飲むと​永続的な​代償が​ある。[b][/b],
ITEM_GIZZARD_NAME,Gizzard,,Molleja,Gésier,Muskelmagen,Ventriglio,Moela,,,砂嚢,
ITEM_GIZZARD_DESC,Use: Enter Mockingbird Form. Gain a random bird mutation at the end of the battle.,,Uso: Adopta la forma del sinsonte. Obtiene una mutación de pájaro al azar al final del combate.,Utilisation&nbsp;: vous prenez une forme d'oiseau moqueur. Vous obtenez une mutation d'oiseau aléatoire à la fin du combat.,Benutzen: Nimm Drosselgestalt an. Erhalte am Ende des Kampfes eine zufällige Vogelmutation.,Uso: Assumi le Sembianze del Tordo. Ottieni una mutazione casuale da uccello alla fine della battaglia.,Uso: entre na forma de rouxinol. Obtenha uma mutação aleatória de pássaro no final da batalha.,,,使用:モッキンバードフォームに​入る。​バトル終了時に​ランダムな​鳥の​変異を​獲得する。[b][/b],
ITEM_HUNTERSEAL_NAME,Hunter Seal,,Sello de cazador,Sceau de sentinelle,Jägersiegel,Sigillo del Cacciatore,Selo de Caçador,,,ハンターの​印章,
ITEM_HUNTERSEAL_DESC,Use: Permanently turn into a Hunter.,,Uso: Se transforma para siempre en cazador.,Utilisation&nbsp;: vous change en sentinelle de façon permanente.,Benutzen: Werde dauerhaft zu einem Jäger.,Uso: Ti trasformi permanentemente in un Cacciatore.,Uso: torne-se um caçador permanentemente.,,,使用:永続的に​ハンターに​なる。[b][/b],
ITEM_JESTERSEAL_NAME,Jester Seal,,Sello de bufón,Sceau du joker,Narrensiegel,Sigillo del Giullare,Selo de Bobo da Corte,,,ジェスターの​印章,
ITEM_JESTERSEAL_DESC,Use: Permanently turn into a Jester.,,Uso: Se transforma para siempre en bufón.,Utilisation&nbsp;: vous change en joker de façon permanente.,Benutzen: Werde dauerhaft zu einem Narren.,Uso: Ti trasformi permanentemente in un Giullare.,Uso: torne-se um bobo da corte permanentemente.,,,使用:永続的に​ジェスターに​なる。[b][/b],
ITEM_JOKERCARD_NAME,Joker Card,,Carta de comodín,Carte du joker,Jokerkarte,Il Jolly,Selo de Curinga,,,ジョーカーカード,
ITEM_JOKERCARD_DESC,Use: Duplicate one of your equipped items.,,Uso: Duplica uno de los objetos equipados.,Utilisation&nbsp;: vous change en comique de façon permanente.,Benutzen: Dupliziere einen deiner ausgerüsteten Gegenstände.,Uso: Duplichi uno dei tuoi oggetti equipaggiati.,Uso: duplique um dos seus itens equipados.,,,使用:装備アイテムを​1つ複製する。[b][/b],
ITEM_KIDNEY_NAME,Kidney,,Riñón,Rein,Niere,Rene,Rim,,,腎臓,
ITEM_KIDNEY_DESC,"Use: Use to heal 10, gain +2 Health Regen, and cleanse debuffs.",,"Uso: Devuelve 10 de salud, obtiene +2 de regeneración de salud y elimina las desventajas.","Utilisation&nbsp;: rend 10&nbsp;PV, Régénération de PV +2, dissipe vos malus.","Benutzen: Heile 10&nbsp;LP, erhalte +2&nbsp;Lebensregeneration und reinige Schwächungen.","Uso: Recuperi 10 PS, ottieni +2 a Rigenerazione Salute e rimuovi i malus.","Uso: use para curar 10 PV, obter +2 de regeneração de saúde e purificar enfraquecimentos.",,,使用:10 HP再生、​+2 HP再生、​デバフを​浄化する。[b][/b],
ITEM_KILOOFCATNIP_NAME,Kilo of Catnip,,Kilo de hierba gatera,Kilo d'herbe à chat,Ein Kilo Katzenminze,Chilo di Erba Gatta,Um Quilo de Erva-de-Gato,,,1キロの​マタタビ,
ITEM_KILOOFCATNIP_DESC,Use: Restore all your mana.,,Uso: Devuelve todo el maná.,Utilisation&nbsp;: régénère intégralement votre mana.,Benutzen: Stelle dein gesamtes Mana wieder her.,Uso: Ripristini tutto il tuo mana.,Uso: restaure toda a sua mana.,,,使用:マナを​全回復する。,
